,Season,Gameday,Link,TeamH,TeamA,GD,GoalsH,GoalsA,ShotsH,ShotsA,PassesH,PassesA,PassQuH,PassQuA,PossesH,PossesA,ChallH,ChallA,FoulsH,FoulsA,OffsideH,OffsideA,CornersH,CornersA,ChancesH,ChancesA,Attendance,Last6-1,Last6-2,Last6-3,Last6-4,Last6-5,Last6-6
152,2004,18,677830,14,12,3,3,0,,,,,,,,,,,,,,,5,10,9,4,39000,2.0,1.0,2.0,0.0,3.0,0.0
153,2004,18,677824,81,37,-2,1,3,,,,,,,,,,,,,,,7,4,7,8,21647,2.0,-5.0,1.0,-1.0,-2.0,-2.0
154,2004,18,677825,3,7,0,0,0,,,,,,,,,,,,,,,9,6,6,6,22500,0.0,3.0,0.0,4.0,0.0,0.0
155,2004,18,677826,24,17,-1,1,2,,,,,,,,,,,,,,,8,2,4,3,29621,1.0,-2.0,-4.0,0.0,2.0,0.0
156,2004,18,677827,15,10,1,1,0,,,,,,,,,,,,,,,7,4,5,4,40633,0.0,-3.0,3.0,0.0,-2.0,2.0
157,2004,18,677831,30,11,-1,2,3,,,,,,,,,,,,,,,4,5,5,10,20300,-2.0,,,,,
158,2004,18,677832,2,4,1,2,1,,,,,,,,,,,,,,,9,4,5,5,61524,-1.0,0.0,-3.0,-1.0,0.0,-3.0
159,2004,18,677828,58,9,-3,0,3,,,,,,,,,,,,,,,5,2,3,6,38067,-1.0,0.0,-4.0,-1.0,2.0,-2.0
160,2004,18,677829,8,29,0,2,2,,,,,,,,,,,,,,,8,1,5,3,23262,0.0,0.0,0.0,-1.0,3.0,-2.0
161,2004,19,677833,12,30,1,2,1,,,,,,,,,,,,,,,3,3,7,5,44730,-1.0,,,,,
162,2004,19,677835,9,8,4,4,0,,,,,,,,,,,,,,,2,6,11,4,22500,0.0,-2.0,-1.0,-1.0,-2.0,1.0
163,2004,19,677836,10,58,-1,0,1,,,,,,,,,,,,,,,11,2,1,3,21439,1.0,-1.0,0.0,-2.0,1.0,-2.0
164,2004,19,677837,17,15,0,1,1,,,,,,,,,,,,,,,3,7,4,2,79500,1.0,2.0,-1.0,-1.0,1.0,2.0
165,2004,19,677838,7,24,1,1,0,,,,,,,,,,,,,,,9,2,5,7,20000,1.0,-4.0,1.0,0.0,0.0,3.0
166,2004,19,677840,37,2,2,2,0,,,,,,,,,,,,,,,0,8,2,5,37850,-1.0,-3.0,-2.0,0.0,-2.0,-3.0
167,2004,19,677841,11,81,-2,2,4,,,,,,,,,,,,,,,6,2,7,8,46765,0.0,-2.0,1.0,-1.0,2.0,0.0
168,2004,19,677834,29,14,0,0,0,,,,,,,,,,,,,,,2,3,6,3,74500,0.0,0.0,-3.0,-3.0,-2.0,-3.0
169,2004,19,677839,4,3,1,3,2,,,,,,,,,,,,,,,5,5,7,5,38345,4.0,-2.0,3.0,-1.0,0.0,1.0
170,2004,20,677842,11,37,0,1,1,,,,,,,,,,,,,,,5,5,4,2,32000,1.0,-1.0,2.0,1.0,0.0,1.0
171,2004,20,677844,58,17,-2,1,3,,,,,,,,,,,,,,,6,3,4,4,36523,0.0,0.0,-4.0,-2.0,-3.0,-4.0
172,2004,20,677845,8,10,0,1,1,,,,,,,,,,,,,,,6,4,5,5,22233,1.0,2.0,-3.0,2.0,1.0,-2.0
173,2004,20,677846,14,9,2,2,0,,,,,,,,,,,,,,,4,3,6,4,45000,-3.0,2.0,0.0,3.0,-1.0,2.0
174,2004,20,677847,30,29,-3,0,3,,,,,,,,,,,,,,,5,0,2,3,20300,0.0,,,,,
175,2004,20,677848,81,12,-2,1,3,,,,,,,,,,,,,,,7,5,7,6,22269,-1.0,-4.0,-2.0,-2.0,0.0,-2.0
176,2004,20,677849,3,2,0,2,2,,,,,,,,,,,,,,,7,6,4,7,20000,2.0,2.0,1.0,2.0,0.0,-2.0
177,2004,20,677843,15,7,1,3,2,,,,,,,,,,,,,,,6,0,7,3,40450,0.0,0.0,-3.0,1.0,0.0,-1.0
178,2004,20,677850,24,4,-1,2,3,,,,,,,,,,,,,,,2,12,4,8,24231,1.0,-2.0,-2.0,1.0,2.0,2.0
179,2004,21,677853,17,8,1,1,0,,,,,,,,,,,,,,,12,5,9,5,75500,0.0,3.0,-3.0,3.0,0.0,5.0
180,2004,21,677854,7,58,0,0,0,,,,,,,,,,,,,,,2,3,6,1,21000,0.0,3.0,-3.0,,,
181,2004,21,677855,4,15,2,2,0,,,,,,,,,,,,,,,6,5,9,2,40566,-2.0,1.0,0.0,-3.0,2.0,-1.0
182,2004,21,677856,2,24,3,3,0,,,,,,,,,,,,,,,8,2,8,2,61524,-3.0,0.0,0.0,1.0,1.0,-1.0
183,2004,21,677857,37,3,1,2,1,,,,,,,,,,,,,,,3,1,8,3,29215,1.0,1.0,-4.0,1.0,0.0,-1.0
184,2004,21,677858,12,11,1,2,1,,,,,,,,,,,,,,,5,4,4,2,48214,-2.0,1.0,0.0,0.0,1.0,-3.0
185,2004,21,677859,29,81,1,2,1,,,,,,,,,,,,,,,6,4,5,3,38518,0.0,3.0,1.0,2.0,2.0,0.0
186,2004,21,677851,9,30,2,2,0,,,,,,,,,,,,,,,7,5,7,1,22500,-2.0,,,,,
187,2004,21,677852,10,14,2,3,1,,,,,,,,,,,,,,,1,8,5,5,26601,-1.0,0.0,-4.0,-3.0,-1.0,0.0
188,2004,22,677860,12,37,1,2,1,,,,,,,,,,,,,,,8,8,9,9,50916,-1.0,1.0,-4.0,-2.0,2.0,0.0
189,2004,22,677861,8,7,2,3,1,,,,,,,,,,,,,,,3,3,13,3,22820,0.0,3.0,-2.0,-2.0,-5.0,0.0
190,2004,22,677862,14,17,5,5,0,,,,,,,,,,,,,,,4,3,12,1,53000,0.0,-2.0,3.0,-1.0,1.0,0.0
191,2004,22,677863,30,10,0,0,0,,,,,,,,,,,,,,,4,2,7,4,20300,0.0,,,,,
192,2004,22,677864,81,9,-2,2,4,,,,,,,,,,,,,,,9,3,7,9,20216,0.0,-1.0,2.0,1.0,-2.0,0.0
193,2004,22,677866,24,3,4,4,0,,,,,,,,,,,,,,,3,4,10,3,17836,1.0,-2.0,2.0,-1.0,1.0,4.0
194,2004,22,677868,58,4,-3,1,4,,,,,,,,,,,,,,,6,4,3,9,41862,-3.0,0.0,-4.0,1.0,0.0,-1.0
195,2004,22,677865,11,29,1,1,0,,,,,,,,,,,,,,,2,3,3,6,29000,0.0,-1.0,0.0,2.0,0.0,-2.0
196,2004,22,677867,15,2,-2,1,3,,,,,,,,,,,,,,,2,3,1,10,53148,-1.0,2.0,-1.0,0.0,-1.0,-2.0
197,2004,23,677869,17,30,3,3,0,,,,,,,,,,,,,,,4,4,12,4,73500,0.0,,,,,
198,2004,23,677870,7,14,-1,0,1,,,,,,,,,,,,,,,10,3,4,5,25000,-2.0,-2.0,-6.0,-2.0,-1.0,-1.0
199,2004,23,677871,4,8,4,4,0,,,,,,,,,,,,,,,6,3,13,4,37492,3.0,0.0,2.0,2.0,3.0,1.0
200,2004,23,677873,3,15,0,0,0,,,,,,,,,,,,,,,8,5,5,2,15400,0.0,-1.0,0.0,-3.0,2.0,0.0
201,2004,23,677874,37,24,0,0,0,,,,,,,,,,,,,,,6,4,3,5,31033,-1.0,1.0,-3.0,0.0,2.0,1.0
202,2004,23,677875,29,12,3,4,1,,,,,,,,,,,,,,,1,10,4,12,40399,-1.0,-2.0,0.0,-1.0,2.0,6.0
203,2004,23,677877,10,81,2,3,1,,,,,,,,,,,,,,,3,2,5,7,16462,1.0,0.0,-1.0,1.0,-2.0,3.0
204,2004,23,677872,2,58,1,1,0,,,,,,,,,,,,,,,8,8,3,3,61524,-1.0,0.0,1.0,-2.0,2.0,-2.0
205,2004,23,677876,9,11,0,1,1,,,,,,,,,,,,,,,6,4,5,5,22500,-3.0,2.0,1.0,-3.0,-1.0,2.0
206,2004,24,677879,30,7,5,5,0,,,,,,,,,,,,,,,6,13,8,3,20300,1.0,,,,,
207,2004,24,677881,11,10,1,2,1,,,,,,,,,,,,,,,9,2,6,2,28000,2.0,1.0,3.0,0.0,1.0,1.0
208,2004,24,677882,12,9,1,1,0,,,,,,,,,,,,,,,4,3,3,2,43959,-3.0,2.0,-1.0,3.0,1.0,0.0
209,2004,24,677883,15,24,1,1,0,,,,,,,,,,,,,,,5,3,4,0,43526,-1.0,-2.0,2.0,2.0,-1.0,-2.0
210,2004,24,677884,58,3,-1,0,1,,,,,,,,,,,,,,,7,4,5,9,26434,2.0,-2.0,0.0,2.0,1.0,
211,2004,24,677885,8,2,-2,0,2,,,,,,,,,,,,,,,3,9,2,9,32645,-1.0,-1.0,2.0,1.0,-2.0,0.0
212,2004,24,677886,14,4,1,1,0,,,,,,,,,,,,,,,5,8,3,2,61000,1.0,-2.0,0.0,-1.0,-2.0,0.0
213,2004,24,677878,29,37,0,1,1,,,,,,,,,,,,,,,5,6,9,4,35814,2.0,3.0,-2.0,2.0,-1.0,4.0
214,2004,24,677880,81,17,0,2,2,,,,,,,,,,,,,,,5,5,11,7,28106,0.0,-3.0,-1.0,0.0,-2.0,-3.0
215,2004,25,677887,4,30,0,0,0,,,,,,,,,,,,,,,3,8,9,1,39301,-1.0,,,,,
216,2004,25,677889,3,8,2,3,1,,,,,,,,,,,,,,,3,5,6,6,18600,1.0,0.0,-2.0,0.0,1.0,2.0
217,2004,25,677890,24,58,1,1,0,,,,,,,,,,,,,,,3,8,4,8,25921,-3.0,0.0,1.0,1.0,-2.0,
218,2004,25,677891,37,15,1,1,0,,,,,,,,,,,,,,,3,5,5,1,39906,-2.0,0.0,-1.0,2.0,-3.0,2.0
219,2004,25,677892,9,29,0,3,3,,,,,,,,,,,,,,,11,2,6,6,22500,-2.0,-3.0,3.0,-3.0,0.0,-1.0
220,2004,25,677893,10,12,-1,3,4,,,,,,,,,,,,,,,5,3,9,5,25115,2.0,-1.0,1.0,3.0,-5.0,-2.0
221,2004,25,677895,7,81,-1,2,3,,,,,,,,,,,,,,,8,7,8,8,20700,-3.0,2.0,-2.0,1.0,1.0,0.0
222,2004,25,677888,2,14,1,1,0,,,,,,,,,,,,,,,1,4,6,5,61524,1.0,-1.0,2.0,1.0,0.0,4.0
223,2004,25,677894,17,11,-2,0,2,,,,,,,,,,,,,,,7,1,5,6,75000,-2.0,-2.0,-1.0,-1.0,2.0,-1.0
224,2004,26,677896,9,37,2,2,0,,,,,,,,,,,,,,,5,9,9,3,22500,0.0,6.0,0.0,-1.0,1.0,2.0
225,2004,26,677898,12,17,-1,2,3,,,,,,,,,,,,,,,3,3,6,7,55500,2.0,-2.0,-1.0,0.0,0.0,-1.0
226,2004,26,677899,29,10,3,3,0,,,,,,,,,,,,,,,3,4,6,4,38114,-1.0,0.0,1.0,2.0,0.0,0.0
227,2004,26,677900,58,15,1,2,1,,,,,,,,,,,,,,,4,2,4,3,36725,2.0,-1.0,2.0,0.0,-1.0,-1.0
228,2004,26,677901,8,24,4,5,1,,,,,,,,,,,,,,,5,9,8,8,20113,-3.0,1.0,-1.0,-2.0,2.0,0.0
229,2004,26,677902,14,3,2,3,1,,,,,,,,,,,,,,,9,5,11,2,52000,2.0,0.0,1.0,1.0,1.0,1.0
230,2004,26,677904,81,4,-1,1,2,,,,,,,,,,,,,,,2,10,4,6,27525,-3.0,1.0,-3.0,-4.0,-3.0,0.0
231,2004,26,677897,11,7,1,1,0,,,,,,,,,,,,,,,7,5,6,1,41000,-2.0,1.0,3.0,2.0,3.0,0.0
232,2004,26,677903,30,2,1,2,1,,,,,,,,,,,,,,,4,5,5,3,20300,-1.0,,,,,
233,2004,27,677905,3,30,2,2,0,,,,,,,,,,,,,,,2,6,4,6,20500,-2.0,,,,,
234,2004,27,677906,24,14,-3,0,3,,,,,,,,,,,,,,,8,2,3,6,30000,-2.0,-2.0,1.0,-2.0,-1.0,-1.0
235,2004,27,677908,37,58,-2,0,2,,,,,,,,,,,,,,,8,1,2,4,32337,-2.0,1.0,1.0,-1.0,-1.0,0.0
236,2004,27,677909,10,9,1,1,0,,,,,,,,,,,,,,,8,4,3,5,24092,-1.0,-2.0,0.0,-3.0,-1.0,0.0
237,2004,27,677911,7,12,0,1,1,,,,,,,,,,,,,,,2,3,4,9,23500,-4.0,0.0,-3.0,1.0,0.0,0.0
238,2004,27,677912,4,11,-1,1,2,,,,,,,,,,,,,,,6,3,6,2,40710,1.0,0.0,-2.0,1.0,2.0,-1.0
239,2004,27,677913,2,81,3,4,1,,,,,,,,,,,,,,,7,4,8,1,61524,2.0,0.0,0.0,1.0,3.0,-3.0
240,2004,27,677907,15,8,0,2,2,,,,,,,,,,,,,,,7,6,6,7,49451,-3.0,-1.0,0.0,0.0,0.0,0.0
241,2004,27,677910,17,29,1,2,1,,,,,,,,,,,,,,,4,7,9,5,76100,1.0,-4.0,0.0,-1.0,0.0,2.0
242,2004,28,677915,29,7,2,3,1,,,,,,,,,,,,,,,8,3,11,6,33291,2.0,1.0,0.0,0.0,2.0,-1.0
243,2004,28,677916,9,17,-1,0,1,,,,,,,,,,,,,,,4,5,2,2,22500,-1.0,3.0,0.0,-2.0,0.0,4.0
244,2004,28,677917,8,58,1,1,0,,,,,,,,,,,,,,,1,2,6,3,23821,-3.0,-2.0,0.0,1.0,0.0,2.0
245,2004,28,677918,14,15,1,2,1,,,,,,,,,,,,,,,4,2,10,1,63000,-2.0,3.0,0.0,3.0,0.0,0.0
246,2004,28,677919,30,24,-2,0,2,,,,,,,,,,,,,,,7,8,5,5,20300,-1.0,,,,,
247,2004,28,677921,11,2,3,3,0,,,,,,,,,,,,,,,3,4,5,6,48600,-1.0,0.0,0.0,-2.0,0.0,-1.0
248,2004,28,677922,12,4,-1,1,2,,,,,,,,,,,,,,,8,3,2,8,55500,0.0,-6.0,0.0,1.0,-1.0,1.0
249,2004,28,677914,10,37,-2,0,2,,,,,,,,,,,,,,,5,5,6,5,21385,-1.0,0.0,0.0,-1.0,2.0,0.0
250,2004,28,677920,81,3,3,3,0,,,,,,,,,,,,,,,4,4,9,3,32855,2.0,-1.0,-2.0,-1.0,2.0,0.0
251,2004,29,677923,15,30,0,1,1,,,,,,,,,,,,,,,4,2,2,5,53466,0.0,,,,,
252,2004,29,677924,58,14,-1,0,1,,,,,,,,,,,,,,,2,8,4,5,49845,-3.0,-2.0,0.0,0.0,0.0,-4.0
253,2004,29,677926,17,10,0,1,1,,,,,,,,,,,,,,,4,7,4,3,79400,-1.0,0.0,0.0,-2.0,2.0,1.0
254,2004,29,677927,7,9,-2,1,3,,,,,,,,,,,,,,,3,4,4,8,22000,-3.0,1.0,-3.0,0.0,-3.0,2.0
255,2004,29,677928,4,29,-1,0,1,,,,,,,,,,,,,,,11,2,8,5,40453,0.0,4.0,3.0,2.0,1.0,-3.0
256,2004,29,677929,2,12,-1,1,2,,,,,,,,,,,,,,,2,3,4,3,61524,1.0,-3.0,0.0,-2.0,-3.0,-2.0
257,2004,29,677930,3,11,1,2,1,,,,,,,,,,,,,,,5,4,5,4,20500,-4.0,-2.0,-2.0,0.0,0.0,0.0
258,2004,29,677925,37,8,-1,1,2,,,,,,,,,,,,,,,9,9,8,7,33512,0.0,0.0,-4.0,0.0,-2.0,1.0
259,2004,30,677932,17,37,2,4,2,,,,,,,,,,,,,,,3,2,9,3,75800,-1.0,0.0,0.0,0.0,2.0,-1.0
260,2004,30,677933,10,7,2,3,1,,,,,,,,,,,,,,,2,7,10,4,16811,1.0,0.0,1.0,-1.0,2.0,
261,2004,30,677934,14,8,2,3,1,,,,,,,,,,,,,,,7,4,10,4,63000,2.0,-1.0,2.0,3.0,3.0,1.0
262,2004,30,677935,30,58,2,2,0,,,,,,,,,,,,,,,3,2,5,2,20300,-2.0,,,,,
263,2004,30,677937,11,24,0,0,0,,,,,,,,,,,,,,,8,5,8,3,45000,-3.0,4.0,1.0,2.0,1.0,1.0
264,2004,30,677938,12,3,3,3,0,,,,,,,,,,,,,,,4,5,8,4,55800,6.0,-3.0,1.0,2.0,0.0,0.0
265,2004,30,677939,29,2,3,4,1,,,,,,,,,,,,,,,4,2,8,2,74500,2.0,-3.0,-2.0,2.0,0.0,2.0
266,2004,30,677936,81,15,0,0,0,,,,,,,,,,,,,,,6,4,5,6,43019,-1.0,-2.0,1.0,-1.0,-1.0,2.0
267,2004,30,677940,9,4,1,2,1,,,,,,,,,,,,,,,5,2,7,7,22500,0.0,4.0,-2.0,3.0,-1.0,-1.0
268,2004,31,677941,8,30,-4,2,6,,,,,,,,,,,,,,,3,1,6,10,31056,-1.0,,,,,
269,2004,31,677942,37,14,-4,0,4,,,,,,,,,,,,,,,3,11,1,10,40721,-2.0,-2.0,-3.0,-1.0,-2.0,0.0
270,2004,31,677943,7,17,0,2,2,,,,,,,,,,,,,,,7,4,5,8,24500,-2.0,0.0,-1.0,4.0,2.0,0.0
271,2004,31,677944,4,10,3,3,0,,,,,,,,,,,,,,,13,4,12,2,39952,-1.0,0.0,-3.0,2.0,0.0,1.0
272,2004,31,677945,2,9,0,3,3,,,,,,,,,,,,,,,5,2,8,4,61524,3.0,-1.0,-2.0,2.0,-1.0,1.0
273,2004,31,677946,3,29,1,2,1,,,,,,,,,,,,,,,6,5,7,4,25100,0.0,0.0,-1.0,-1.0,-2.0,-1.0
274,2004,31,677948,15,11,2,2,0,,,,,,,,,,,,,,,5,1,7,1,53466,-1.0,0.0,-1.0,-4.0,0.0,0.0
275,2004,31,677947,24,12,1,1,0,,,,,,,,,,,,,,,4,8,4,5,27966,-2.0,-2.0,4.0,-2.0,1.0,0.0
276,2004,31,677949,58,81,1,1,0,,,,,,,,,,,,,,,5,6,5,2,40017,0.0,2.0,-2.0,0.0,-1.0,2.0
277,2004,32,677950,7,37,-1,1,2,,,,,,,,,,,,,,,1,5,3,4,23000,-3.0,-1.0,0.0,-2.0,-3.0,-3.0
278,2004,32,677951,30,14,-2,2,4,,,,,,,,,,,,,,,1,5,7,12,20300,-2.0,,,,,
279,2004,32,677952,81,8,1,2,1,,,,,,,,,,,,,,,5,3,6,5,44650,-2.0,-1.0,-2.0,3.0,0.0,-4.0
280,2004,32,677953,11,58,1,1,0,,,,,,,,,,,,,,,3,2,10,4,45000,0.0,1.0,2.0,1.0,3.0,-2.0
281,2004,32,677955,29,24,2,3,1,,,,,,,,,,,,,,,10,1,7,1,58075,1.0,1.0,-3.0,-2.0,0.0,2.0
282,2004,32,677956,9,3,3,3,0,,,,,,,,,,,,,,,4,3,7,5,22500,2.0,2.0,3.0,-1.0,2.0,2.0
283,2004,32,677957,10,2,-2,0,2,,,,,,,,,,,,,,,6,5,9,8,26601,-1.0,0.0,1.0,-1.0,0.0,-1.0
284,2004,32,677954,12,15,0,0,0,,,,,,,,,,,,,,,10,0,4,1,52648,2.0,-3.0,1.0,-2.0,1.0,-1.0
285,2004,32,677958,17,4,1,1,0,,,,,,,,,,,,,,,8,9,6,11,81300,-2.0,-2.0,1.0,-1.0,3.0,1.0
286,2004,33,677959,30,37,1,3,2,,,,,,,,,,,,,,,7,2,13,5,20300,-2.0,,,,,
287,2004,33,677960,4,7,3,4,1,,,,,,,,,,,,,,,12,2,14,3,39650,6.0,0.0,2.0,1.0,-3.0,2.0
288,2004,33,677961,2,17,-1,1,2,,,,,,,,,,,,,,,12,3,10,4,61524,1.0,1.0,0.0,0.0,0.0,0.0
289,2004,33,677962,3,10,0,1,1,,,,,,,,,,,,,,,6,4,7,5,18000,0.0,3.0,-3.0,0.0,1.0,1.0
290,2004,33,677963,24,9,0,2,2,,,,,,,,,,,,,,,4,6,6,6,24771,-1.0,-2.0,-1.0,0.0,2.0,2.0
291,2004,33,677964,15,29,0,0,0,,,,,,,,,,,,,,,3,5,4,5,53466,-6.0,0.0,-1.0,-2.0,1.0,2.0
292,2004,33,677965,58,12,1,2,1,,,,,,,,,,,,,,,5,2,5,4,49854,2.0,1.0,3.0,0.0,-1.0,-3.0
293,2004,33,677966,8,11,2,2,0,,,,,,,,,,,,,,,5,6,9,7,30980,-3.0,0.0,0.0,2.0,-1.0,0.0
294,2004,33,677967,14,81,3,6,3,,,,,,,,,,,,,,,5,3,13,6,63000,0.0,2.0,1.0,1.0,0.0,-2.0
295,2004,34,677968,81,30,-1,1,2,,,,,,,,,,,,,,,1,7,8,6,41886,1.0,,,,,
296,2004,34,677969,11,14,-2,1,3,,,,,,,,,,,,,,,6,4,5,7,48600,0.0,2.0,-1.0,-1.0,-3.0,-2.0
297,2004,34,677970,12,8,-1,0,1,,,,,,,,,,,,,,,7,4,3,4,54178,1.0,0.0,0.0,0.0,0.0,3.0
298,2004,34,677971,29,58,0,0,0,,,,,,,,,,,,,,,9,4,6,4,74500,1.0,2.0,-1.0,2.0,1.0,1.0
299,2004,34,677972,9,15,4,5,1,,,,,,,,,,,,,,,16,2,14,3,22500,0.0,0.0,1.0,0.0,0.0,5.0
300,2004,34,677973,10,24,-1,1,2,,,,,,,,,,,,,,,7,9,5,8,22112,-5.0,-2.0,1.0,-2.0,0.0,-1.0
301,2004,34,677974,17,3,1,2,1,,,,,,,,,,,,,,,6,4,8,5,80400,0.0,3.0,-1.0,2.0,1.0,2.0
302,2004,34,677975,7,2,-1,2,3,,,,,,,,,,,,,,,6,1,5,5,24500,0.0,-3.0,1.0,-3.0,2.0,0.0
303,2004,34,677976,37,4,-1,1,2,,,,,,,,,,,,,,,4,6,2,9,40315,0.0,-1.0,-1.0,1.0,-2.0,-1.0
